cd_cliente,nr_telefone
3081,6338763743
3082,1173352646
3083,9832952860
3084,3798742762
3085,6775910608
3086,6251507136
3087,2869427058
3088,7385293152
3089,6874233844
3090,8664673253
3091,9979858695
3092,6689832225
3093,2723129947
3094,3198270812
3095,7497335502
3096,8544367384
3097,5315066460
3098,2813397782
3099,1213999066
3100,657693065
3101,6899046942
3102,242297789
3103,3367496010
3104,3578953912
3105,7130266618
3106,3328887083
3107,9367894456
3108,484025957
3109,7331169280
3110,3571088343
3111,3160049119
3112,9553115889
3113,4936795268
3114,5161664709
3115,1895455230
3116,1581286788
3117,133968468
3118,6753526439
3119,4583162891
3120,1445936776
3121,7560352715
3122,8424069826
3123,7920980117
3124,7410214533
3125,6921606030
3126,2853558481
3127,9946042834
3128,7759947
3129,8734725021
3130,4754991658
3131,8298920181
3132,9712575465
3133,8979906649
3134,6154745020
3135,837086382
3136,9684258655
3137,3215647521
3138,5473128275
3139,2890939673
3140,9461454426
3141,7321115236
3142,178853330
3143,9636179624
3144,6712779815
3145,9431041257
3146,15259062
3147,9978978061
3148,6556529806
3149,2741899058
3150,7538179227
3151,9324867565
3152,5577599363
3153,3416512547
3154,8825749089
3155,7424782702
3156,3447464120
3157,8255076220
3158,8792717076
3159,3740585824
3160,3280463573
3161,8696119081
3162,5445336824
3163,1863640538
3164,1741578799
3165,1973051962
3166,4969136717
3167,4412893782
3168,7539021185
3169,921415459
3170,1121015117
3171,3111290933
3172,6359066205
3173,333615674
3174,6641905384
3175,2176062804
3176,322459945
3177,512575714
3178,4575322706
3179,4296200387
3180,2188676562
3181,4438375122
3182,3528446565
3183,51993572
3184,5454360305
3185,1269725092
3186,4728952865
3187,3283054021
3188,6327194158
3189,8416285719
3190,2716807234
3191,8260124453
3192,5151196270
3193,7393845724
3194,8567872931
3195,4676554357
3196,414267147
3197,9487558304
3198,9442234369
3199,822470104
3200,1429145690
3201,3452287425
3202,9518571806
3203,3758055109
3204,8520250374
3205,1218930568
3206,6918042411
3207,7965059655
3208,6253086095
3209,4757313512
3210,882468749
3211,959433665
3212,3266232165
3213,9417304374
3214,544952782
3215,5511180946
3216,8149598201
3217,6920369776
3218,8723604217
3219,7369513652
3220,811524922
3221,4531631544
3222,1516905502
3223,8361521056
3224,1256672977
3225,8133872877
3226,3789946200
3227,229848782
3228,669464719
3229,1520752542
3230,1474364991
3231,6213825608
3232,8675621184
3233,2123558994
3234,4886310081
3235,4962443103
3236,5437896397
3237,4860839119
3238,7436504204
3239,6760516567
3240,2426653330
3241,4244772493
3242,8619366733
3243,7922546696
3244,9798664527
3245,9326043456
3246,9975196791
3247,5141647553
3248,8388341406
3249,4670115474
3250,9242579539
3251,5555534306
3252,9237638145
3253,4512784714
3254,8580657754
3255,9511464626
3256,1199154204
3257,3884285543
3258,4436764725
3259,8289803864
3260,4472134463
3261,3833855101
3262,6380230440
3263,4181496964
3264,6214603389
3265,7344618288
3266,8972856116
3267,5332033395
3268,4818466432
3269,9478748943
3270,6859801237
3271,4684387681
3272,8232224502
3273,6965728496
3274,5333995889
3275,626922663
3276,4837987163
3277,3446657759
3278,1230545451
3279,8912215394
3280,4871239779
3281,3281467109
3282,5191605527
3283,9394694043
3284,9412245886
3285,1628497434
3286,1232330529
3287,4437580934
3288,9520121380
3289,8280595350
3290,5435470494
3291,4967369367
3292,8376874968
3293,48392116
3294,5367368230
3295,8648972086
3296,4862654523
3297,3115520743
3298,6965538833
3299,1420173310
3300,9990855313
3301,1358110992
3302,2297812492
3303,8891158668
3304,9999296483
3305,1279429123
3306,1160993469
3307,8184407444
3308,6867913576
3309,8693742990
3310,6644817809
3311,1280756949
3312,4759843881
3313,8298622981
3314,6842451597
3315,6351110128
3316,6224264889
3317,2431129726
3318,7469478540
3319,1991569378
3320,1524326533
3321,9633495198
3322,8761657291
3323,4515873496
3324,5592492265
3325,7420168293
3326,432065807
3327,6461690168
3328,6784078678
3329,1761064907
3330,8759947164
3331,8761814063
3332,2491458369
3333,4178630764
3334,6558411128
3335,1870123530
3336,8561034548
3337,44487104
3338,2852349191
3339,4594859832
3340,7413149469
3341,5541679513
3342,6998678668
3343,4669952197
3344,6873518895
3345,1627667665
3346,3237819520
3347,6982729647
3348,2721664726
3349,8420960786
3350,4999590734
3351,5153008525
3352,8333721339
3353,9155689734
3354,6653487292
3355,8728269049
3356,6879973783
3357,7168066255
3358,6198833633
3359,1562849018
3360,3261133700
3361,9430987975
3362,384710462
3363,9523737313
3364,5444309630
3365,2178564997
3366,3447657838
3367,4541669901
3368,478415318
3369,7747614468
3370,7377887041
3371,4360027637
3372,3540521159
3373,6796727922
3374,6586756512
3375,4124410555
3376,1821098078
3377,9815502723
3378,2134055148
3379,9966275391
3380,857353680
3381,2777864631
3382,4660143368
3383,7346361675
3384,4520391578
3385,1748052434
3386,4211273822
3387,9157073460
3388,5336328706
3389,1995766697
3390,4318235859
3391,4796125835
3392,3260629454
3393,3723400004
3394,6849689065
3395,9555915707
3396,871811592
3397,6727570923
3398,473087831
3399,1173581478
3400,2759868606
3401,4234581519
3402,328764274
3403,1459636471
3404,5590239515
3405,375293934
3406,4875212292
3407,5513112016
3408,5141886637
3409,1246563265
3410,1316446154
3411,5599658017
3412,177113882
3413,9521503802
3414,2766619938
3415,8853919600
3416,9720085864
3417,3360022649
3418,2298296329
3419,1464418021
3420,1859261029
3421,6820088946
3422,5487368298
3423,8530528912
3424,4952485041
3425,7124573631
3426,1754820252
3427,2188702152
3428,1789479355
3429,2222798200
3430,3828715355
3431,6314902411
3432,377748749
3433,2759204571
3434,554721976
3435,6436562419
3436,3748762924
3437,8177288957
3438,819914412
3439,1589325902
3440,9211422236
3441,1269555137
3442,8911507622
3443,9232018762
3444,817609447
3445,1532947011
3446,4170810473
3447,7168601797
3448,2770163551
3449,7582940183
3450,4425414281
3451,4692754875
3452,4132944049
3453,5584189808
3454,8280965546
3455,4486752651
3456,9864264959
3457,6298427358
3458,4223679910
3459,2298291629
3460,9762591869
3461,3727177634
3462,7576777133
3463,4559815632
3464,7790218562
3465,743143544
3466,195413230
3467,4843714124
3468,3595548088
3469,4289653313
3470,1327582748
3471,4634639406
3472,8430190357
3473,2187609199
3474,916497886
3475,8218453984
3476,8741888595
3477,7749740664
3478,4654096581
3479,6497266732
3480,5369114617
3481,6486479536
3482,4915777934
3483,5351926814
3484,2897674526
3485,9371798893
3486,828653700
3487,6793970347
3488,8448084597
3489,8882711657
3490,3794657945
3491,6572569302
3492,3273483431
3493,4275308107
3494,8221376194
3495,2415910686
3496,7451354317
3497,4457272789
3498,4842056669
3499,1598266311
3500,4933118461
3501,8673985701
3502,3246373299
3503,333037877
3504,1986880782
3505,2462332493
3506,9684301057
3507,8358337349
3508,1744310911
3509,3531054611
3510,8750016225
3511,1512272733
3512,8393081322
3513,6991161482
3514,4825145507
3515,9113261058
3516,6728525552
3517,9720333367
3518,4924366522
3519,6344774178
3520,3278529155
3521,7387119865
3522,3227225025
3523,2894916852
3524,7382934432
3525,6598135225
3526,417600270
3527,8118681729
3528,7930933027
3529,2275833335
3530,1872785558
3531,5419541622
3532,8656449263
3533,8256042288
3534,162102554
3535,1161022149
3536,319487836
3537,6666807868
3538,2152442259
3539,2445928387
3540,1562643317
3541,9758252839
3542,6414691262
3543,966669134
3544,9173022451
3545,884060406
3546,3825484800
3547,7529737094
3548,9210739943
3549,9791053779
3550,9327839142
3551,9185540568
3552,1996897773
3553,4878300505
3554,7191901325
3555,3587852977
3556,4385193878
3557,4541046894
3558,4267550377
3559,9711200841
3560,8929055788
3561,554860071
3562,4613240699
3563,6629581221
3564,4730634933
3565,4350746221
3566,736562418
3567,1410408611
3568,8494547614
3569,9761310100
3570,2268549997
3571,1672508711
3572,9461039098
3573,8540543827
3574,41557653
3575,484138926
3576,8816467970
3577,9786319397
3578,1957022473
3579,4584096434
3580,5177947863
3581,8630861354
3582,3836113731
3583,752551036
3584,9748135687
3585,8657735137
3586,968785662
3587,5317903823
3588,1913544382
3589,1657418567
3590,691222119
3591,6371369902
3592,5178031062
3593,6490513274
3594,1179001989
3595,3320168039
3596,4163537645
3597,4974356117
3598,1623897502
3599,682109369
3600,463289638
3601,6926551318
3602,4182276083
3603,4725285341
3604,2896332155
3605,9391843889
3606,6293501984
3607,6560289699
3608,6225493188
3609,8340032980
3610,4645754834
3611,8562132737
3612,2731343712
3613,8558819459
3614,9943003787
3615,7714720487
3616,2252976307
3617,1544778822
3618,9319395250
3619,3363359005
3620,2418509728
3621,2892891614
3622,469070754
3623,4258360056
3624,182860283
3625,2111580491
3626,6656142343
3627,8672370881
3628,918687094
3629,2265077163
3630,3176336110
3631,1218320435
3632,2476367430
3633,9596802324
3634,1683885892
3635,88215451
3636,688818778
3637,8712875739
3638,497154701
3639,5517059021
3640,8263425675
3641,5537654046
3642,667760471
3643,8692942319
3644,8327174852
3645,4758883919
3646,8550437522
3647,8254798867
3648,1888783367
3649,9818944603
3650,4670848212
3651,4531335863
3652,4797938735
3653,322693180
3654,3472510482
3655,8241159667
3656,8668506433
3657,3718640681
3658,4512876977
3659,4274715269
3660,8884174092
3661,7536674
3662,9737676708
3663,4843328064
3664,9310805556
3665,4790691766
3666,6628458667
3667,2771501968
3668,6918530977
3669,6493191779
3670,9518369981
3671,5349887179
3672,9433607478
3673,2474408597
3674,2433714831
3675,1752161369
3676,9164442042
3677,5110819820
3678,6133107235
3679,7912868219
3680,1135624755
3681,9523230372
3682,9481793712
3683,8216977439
3684,2158045934
3685,1938766457
3686,6940591478
3687,6874976213
3688,2273640141
3689,5190098459
3690,2423093280
3691,6493806580
3692,775571782
3693,8175889487
3694,1642027220
3695,3515350150
3696,7138371164
3697,6762875379
3698,3860276409
3699,752253627
3700,9693296137
3701,7757496588
3702,6629527481
3703,4160134876
3704,3714790869
3705,2412189063
3706,3486064565
3707,9737778127
3708,2720556798
3709,7721892557
3710,1614881427
3711,9199300654
3712,7573967828
3713,7920740838
3714,8234205322
3715,1935872434
3716,118274730
3717,8112871279
3718,7133400104
3719,9243940843
3720,8813203934
3721,6522460717
3722,1253479956
3723,1991331917
3724,8587837317
3725,4756618706
3726,2732483914
3727,4425828302
3728,6116924429
3729,9553943579
3730,9411418816
3731,9142185382
3732,2252033255
3733,1245276960
3734,1960776177
3735,1526182545
3736,8413829271
3737,8896134387
3738,871894508
3739,6935851671
3740,8936254485
3741,1841747768
3742,4690804
3743,1157922575
3744,1451757321
3745,9527904446
3746,7578458966
3747,5478101486
3748,8615962062
3749,148313806
3750,1970596183
3751,1569353970
3752,7135807407
3753,8584876087
3754,947739217
3755,992392437
3756,6935095743
3757,1329068136
3758,1695780942
3759,5155769796
3760,6573997881
3761,3145832619
3762,4118812885
3763,6916624412
3764,5162195842
3765,2753004903
3766,6416086610
3767,9588039365
3768,4113747357
3769,7958627183
3770,1972482184
3771,4864531070
3772,6838857753
3773,2239040930
3774,7733336236
3775,4121639570
3776,6676226874
3777,1664234915
3778,4186933062
3779,31292361
3780,1613087850
3781,8885657019
3782,2267150165
3783,6222902157
3784,1635088950
3785,6353709955
3786,3551541308
3787,1856397276
3788,7960425829
3789,1748649656
3790,6545705145
3791,9592299723
3792,2227161690
3793,779760636
3794,183579305
3795,5429651123
3796,621189466
3797,4455929537
3798,3342956376
3799,4669665154
3800,3186909679
3801,7190013835
3802,8694182028
3803,6273317619
3804,4690200653
3805,9445082079
3806,8173932583
3807,9924072965
3808,4844851148
3809,6573941043
3810,5342295899
3811,1586299314
3812,8739777180
3813,1464804215
3814,479846513
3815,6391912071
3816,9562186699
3817,275166992
3818,2746846875
3819,9140547375
3820,3175995176
3821,8149112725
3822,4170291885
3823,1145506840
3824,4877885622
3825,6135068496
3826,1286928683
3827,6351612963
3828,4237829788
3829,3162140549
3830,6524388819
3831,9783737387
3832,999835114
3833,1530233391
3834,4223909330
3835,9772627401
3836,3261192561
3837,1694791195
3838,8728830538
3839,9789581566
3840,3813700383
3841,2773946817
3842,8455248113
3843,7455665081
3844,1524231837
3845,1839051090
3846,1451979436
3847,6267678567
3848,7344085229
3849,6231641290
3850,8536949284
3851,7765087191
3852,1892949388
3853,5137648300
3854,6836291811
3855,482659260
3856,8589867612
3857,4342055471
3858,694909986
3859,6595438955
3860,1458670838
3861,8588680525
3862,8968456336
3863,5365594531
3864,1231040512
3865,4844800136
3866,3334869108
3867,7722692891
3868,4674797211
3869,2423575994
3870,6882766447
3871,1880003419
3872,3357010173
3873,8646173488
3874,8799104904
3875,2878651851
3876,1669846939
3877,873021299
3878,7978352624
3879,1915781829
3880,7917410391
3881,4422222804
3882,758305285
3883,5527014892
3884,6973266054
3885,5540487703
3886,3296811036
3887,8151017430
3888,1158695223
3889,9513617421
3890,6291762438
3891,8493558233
3892,4970902153
3893,2138649726
3894,6882775180
3895,5359596033
3896,7929432219
3897,8127784785
3898,1339426521
3899,7128790231
3900,4595881199
3901,2798386886
3902,7726157141
3903,3267574513
3904,4749603686
3905,4195341961
3906,9237069937
3907,9388743357
3908,488283049
3909,6255315553
3910,4995629401
3911,3734476862
3912,214915085
3913,4595751208
3914,4551072538
3915,664716402
3916,6497641322
3917,814232158
3918,2453096568
3919,6872125031
3920,4514952118
3921,8838560579
3922,9911777761
3923,3175228334
3924,7940114097
3925,9873661627
3926,8286021858
3927,7911248587
3928,3218629041
3929,4268984824
3930,751874190
3931,3112585521
3932,2254237323
3933,5596232884
3934,9122673433
3935,8722044628
3936,1839070565
3937,5175272909
3938,1357818709
3939,7533658971
3940,196466439
3941,6951330932
3942,6163918161
3943,9395918847
3944,6852301508
3945,2468647084
3946,9235636579
3947,4255722151
3948,2884142525
3949,4214506293
3950,4987171801
3951,6966097531
3952,9980201823
3953,5118940392
3954,6887788764
3955,8368199452
3956,4575321827
3957,8743039924
3958,1931257115
3959,8515805868
3960,5313179586
3961,3542495518
3962,5187284585
3963,9397626565
3964,7992638949
3965,165202597
3966,5174168347
3967,4133234230
3968,4693508649
3969,172053210
3970,9567050047
3971,8466682197
3972,2784478473
3973,9725577618
3974,1514476348
3975,7563722835
3976,4117364480
3977,97460388
3978,5443248389
3979,1382768093
3980,8211354362
3981,1592468663
3982,9336169761
3983,7356082893
3984,9827238402
3985,1245506210
3986,1721220258
3987,4722706254
3988,7376572714
3989,9547867775
3990,667296300
3991,1137213607
3992,798181512
3993,151072194
3994,1870531684
3995,2842260728
3996,5432263043
3997,9690720517
3998,5380777796
3999,4490724105
4000,5459130753
4001,7427215007
4002,3544694498
4003,9355526873
4004,373309808
4005,5520547176
4006,658484040
4007,4483967593
4008,1976531242
4009,8768543624
4010,2786955576
4011,6414010767
4012,9427335794
4013,2833546692
4014,6678182467
4015,8417018913
4016,8519771366
4017,482983113
4018,7453382130
4019,9772799142
4020,2419397371
4021,8684941041
4022,6570006742
4023,3795910135
4024,9449561934
4025,4576794909
4026,9182259486
4027,1658451580
4028,652570657
4029,748309054
4030,1794980631
4031,153272062
4032,2735131613
4033,4111375510
4034,8926047280
4035,1457848383
4036,641939652
4037,4928129458
4038,9722084447
4039,6713441158
4040,6572559318
4041,2733419124
4042,7350032494
4043,8217205677
4044,6313794666
4045,8218730265
4046,8724169606
4047,8464743266
4048,9296598428
4049,2260440453
4050,8645385229
4051,4859812178
4052,4681029093
4053,5570125558
4054,1189832946
4055,6147189900
4056,6398610527
4057,9132767219
4058,9431437159
4059,1725341345
4060,3812535935
4061,825634355
4062,1824864916
4063,8236911761
4064,1633083497
4065,6718336902
4066,4774731812
4067,6455388049
4068,347477428
4069,7475561121
4070,3447523983
4071,1888716638
4072,3425148847
4073,417163539
4074,8398042480
4075,4522738197
4076,1641672600
4077,6829031339
4078,7132590111
4079,9217934817
4080,9893694757
4081,4572053317
4082,3852753585
4083,5553799976
4084,154967091
4085,873356137
4086,7787351974
4087,9884256896
4088,5463345959
4089,6929355112
4090,8543199173
4091,848691154
4092,446581296
4093,3195658120
4094,2813622163
4095,1613809521
4096,9767299071
4097,7444650747
4098,6492649475
4099,1578626686
4100,6391331645
4101,4823426720
4102,6275703550
4103,129716369
4104,8898442432
4105,8768129173
4106,4465734124
4107,4644058223
4108,4160313126
4109,9721285909
4110,8979971397
4111,8837341859
4112,6152193711
4113,6879508886
4114,2269797110
4115,9371657153
4116,6840045373
4117,6214915924
4118,918443088
4119,1171299166
4120,8422644525
4121,1919565441
4122,1295344760
4123,8932222613
4124,2780639753
4125,6635289196
4126,6134883533
4127,7580751528
4128,8737199030
4129,2271430360
4130,1775521121
4131,8667552999
4132,3273083060
4133,6765329361
4134,8540724799
4135,3819903700
4136,7446978615
4137,836334033
4138,8564785162
4139,1518447321
4140,6464781904
4141,512663323
4142,6227925189
4143,8140815426
4144,6414577685
4145,8566551441
4146,7487836922
4147,988235798
4148,1579907831
4149,4283159808
4150,8420051899
4151,1234237309
4152,9621285049
4153,3731137646
4154,8580432422
4155,791358530
4156,9960062397
4157,6235017719
4158,4697242896
4159,738057670
4160,4969175333
4161,9379952541
4162,1498448076
4163,8999283661
4164,2196955722
4165,1939377231
4166,1846591269
4167,3340383985
4168,9118442161
4169,822688393
4170,7363995984
4171,4159007926
4172,6698750992
4173,8634608091
4174,9821358111
4175,9256223007
4176,7189606366
4177,3518144198
4178,8430843567
4179,5151153206
4180,4822517407
4181,7463865522
4182,8946063040
4183,8711756283
4184,4253005805
4185,9154229003
4186,7467945933
4187,4455471102
4188,6414819120
4189,866674513
4190,5434024732
4191,8787040406
4192,4990105997
4193,8488136753
4194,6413342627
4195,8722111425
4196,8485435450
4197,8124267145
4198,4273364914
4199,6594827354
4200,359957510
4201,1193956852
4202,7413679804
4203,4476306583
4204,817504184
4205,4141407995
4206,9390836321
4207,4398859381
4208,712602926
4209,7740193731
4210,8393214852
4211,4480849339
4212,8552415816
4213,3484786105
4214,2425148475
4215,9474945349
4216,4753084441
4217,8235869863
4218,9144346190
4219,8248189222
4220,8867939577
4221,7536818120
4222,9195288665
4223,6364819334
4224,8291899378
4225,6823106804
4226,1711208119
4227,1940235126
4228,1580100784
4229,5412536013
4230,7971087242
4231,6422185332
4232,8761574122
4233,2892761496
4234,9930803455
4235,714430473
4236,7394246586
4237,7124795332
4238,694845313
4239,1667323774
4240,1184935651
4241,6960817866
4242,1360740650
4243,4359072202
4244,486689208
4245,9359804769
4246,4371226464
4247,4451310953
4248,8754780216
4249,2181943451
4250,4343746931
4251,4911627307
4252,8338749494
4253,6843148165
4254,1521418056
4255,6448372145
4256,3551035568
4257,9563008720
4258,461000053
4259,9445827360
4260,3428317908
4261,4796005773
4262,487634314
4263,7968547172
4264,2473597667
4265,6484534656
4266,8411043933
4267,7745198758
4268,6445340241
4269,2461580443
4270,4235573436
4271,3453604008
4272,4346034762
4273,9699122748
4274,4832479559
4275,4456451112
4276,8932903783
4277,9739136320
4278,1423112573
4279,4438818219
4280,9174628921
4281,5550758233
4282,7915601243
4283,2137776537
4284,4624065727
4285,7152554687
4286,9383605230
4287,6482692522
4288,4523915831
4289,925419043
4290,6755700603
4291,1382900265
4292,1918252967
4293,8538994979
4294,4884890282
4295,8118150092
4296,1658256614
4297,9595285090
4298,9147996290
4299,633883047
4300,8315581837
4301,8865343302
4302,8310730910
4303,5368410984
4304,8363469930
4305,5543198664
4306,1433768240
4307,8848754584
4308,8613995831
4309,2719536785
4310,7510479035
4311,6435854960
4312,7174824182
4313,7389584788
4314,9336065732
4315,6740860123
4316,8178873183
4317,7914515893
4318,6352081835
4319,9810878097
4320,3825712938
4321,9725364180
4322,1255151008
4323,6623437420
4324,6676731291
4325,5110105633
4326,1229863304
4327,1964627509
4328,3331541335
4329,6230712047
4330,8220116045
4331,2729988498
4332,8387505661
4333,4848483966
4334,4374573723
4335,3289364775
4336,4815313699
4337,5437211488
4338,8392019055
4339,2881668975
4340,7767757412
4341,4298263944
4342,3334303919
4343,6696924307
4344,6673516281
4345,3548965202
4346,8660736698
4347,1863106368
4348,2214842379
4349,9964936647
4350,6311213445
4351,9394369228
4352,85196126
4353,1771249574
4354,1920814170
4355,1662610922
4356,957762487
4357,8950657749
4358,6224694204
4359,2821916073
4360,4671499540
4361,4539350263
4362,6611453272
4363,7949483239
4364,4538722216
4365,222633660
4366,2497880708
4367,4915088505
4368,4310983158
4369,2433239191
4370,3336514188
4371,5494293306
4372,8472902445
4373,1768926806
4374,994782963
4375,3779113485
4376,6988417855
4377,316084192
4378,2431585908
4379,2710849803
4380,1327627905
4381,4219112760
4382,8345607660
4383,3449051689
4384,2735991203
4385,3579451669
4386,8662143981
4387,4243524370
4388,9161017033
4389,1374348486
4390,6624468864
4391,1968667304
4392,3261952569
4393,3210671855
4394,8393079182
4395,4182180899
4396,2279278881
4397,7727287552
4398,9232998552
4399,8380117391
4400,948439648
4401,4620872079
4402,3415292052
4403,8918940415
4404,5344813564
4405,9423522594
4406,9670891412
4407,3133257208
4408,1226534209
4409,3557950977
4410,9565427738
4411,6645590753
4412,1410274527
4413,771503920
4414,4471585769
4415,177630785
4416,389469703
4417,375717649
4418,6445703564
4419,7530375875
4420,3762510855
4421,8889451315
4422,1232831699
4423,7923372150
4424,8979647246
4425,1782304476
4426,4933142638
4427,636081296
4428,5344799596
4429,1996107569
4430,3858581705
4431,284088326
4432,6868702483
4433,2122667392
4434,2743348778
4435,7385427096
4436,8622962588
4437,31829899
4438,3375255319
4439,4311270332
4440,1778527282
4441,8534773081
4442,3435679040
4443,4192685718
4444,7524698717
4445,1564966465
4446,2237104317
4447,5595241082
4448,3728056219
4449,9175709997
4450,2722505640
4451,4730606993
4452,4962105974
4453,6752664931
4454,6618859405
4455,9921931242
4456,8776969689
4457,6123276148
4458,6698518693
4459,855221664
4460,5526064971
4461,3874226117
4462,6548304938
4463,8382481238
4464,9437175783
4465,2442131205
4466,9461195043
4467,2126553693
4468,6147755387
4469,8755705934
4470,4671672449
4471,1376327461
4472,6621476378
4473,3316918261
4474,9693609975
4475,4673687704
4476,4498670404
4477,8331763919
4478,8235343633
4479,7419923506
4480,2253716324
4481,3777019863
4482,8460225845
4483,4999836591
4484,6744045628
4485,4513740942
4486,5440294666
4487,6758725722
4488,6427875094
4489,9946829324
4490,7195889994
4491,6642148658
4492,8716648725
4493,6577337693
4494,8532943411
4495,2712988547
4496,1985990931
4497,8663334523
4498,7144488370
4499,969520620
4500,6153805149
4501,639777120
4502,9235208180
4503,8719558399
4504,4234953545
4505,1855752221
4506,1736407726
4507,6981115078
4508,4474009856
4509,5123055345
4510,5164417347
4511,2243483327
4512,7131424284
4513,6183400564
4514,4364547875
4515,8746199373
4516,9666415142
4517,2748710829
4518,385119796
4519,9815289992
4520,8837686992
4521,6760772560
4522,1884130796
4523,2754115376
4524,4382129722
4525,5165314416
4526,8534496086
4527,6664127410
4528,3890904989
4529,3531955508
4530,5375866658
4531,8826887822
4532,7739800921
4533,4447238458
4534,3872969581
4535,9191762129
4536,6612725138
4537,7194147933
4538,632854130
4539,4439016325
4540,3347167689
4541,6613009160
4542,4221125213
4543,8696372593
4544,4581270364
4545,7392602202
4546,2111553085
4547,4593201691
4548,4846321736
4549,5147423207
4550,8593931535
4551,8966492259
4552,5517488397
4553,9618861934
4554,8350625693
4555,7510090894
4556,6433228950
4557,3170454996
4558,2818394193
4559,8441010977
4560,9310391482
4561,5551429784
4562,7777141027
4563,1177079247
4564,8530493914
4565,3898965386
4566,8565104583
4567,1765968501
4568,6889028157
4569,9445945037
4570,7425113796
4571,2785318670
4572,7330362677
4573,6587529305
4574,7442845422
4575,2719777429
4576,3553528987
4577,1732201167
4578,6639233706
4579,6244455676
4580,428379976
4581,7959702574
4582,8694310015
4583,6698927439
4584,277253862
4585,872574838
4586,9210237464
4587,8953423533
4588,1573870312
4589,7523627614
4590,1360731284
4591,2259102815
4592,6719813988
4593,3473787243
4594,6374584614
4595,3787531259
4596,9242036755
4597,8461668886
4598,8531162213
4599,9314410264
4600,3553875517
4601,733989000
4602,6663545746
4603,5160121288
4604,7574379125
4605,3363318024
4606,9532714153
4607,1953742694
4608,9867228608
4609,9632993427
4610,1796597848
4611,9286116156
4612,5355905928
4613,9496082691
4614,9640270605
4615,7530275877
4616,8762950140
4617,7541191959
4618,1591529
4619,9290139526
4620,555195
4621,159021933
4622,4476947569
4623,314213304
4624,8337495559
4625,718102099
4626,9989334038
4627,3467280590
4628,9241309438
4629,9545986215
4630,4944034689
4631,652633415
4632,8318598577
4633,9938461232
4634,3271461892
4635,9773474113
4636,8565822434
4637,7176494599
4638,4848353796
4639,4764348808
4640,9570075136
4641,9233362685
4642,9195256858
4643,841977719
4644,697545600
4645,8565725621
4646,639354171
4647,2724992920
4648,1482348280
4649,1347635229
4650,2221776237
4651,5431127442
4652,7494912188
4653,3887115701
4654,7967474745
4655,3349407686
4656,6759609595
4657,3887860876
4658,6159146535
4659,1639234677
4660,4186586704
4661,1248978518
4662,631858773
4663,8577952567
4664,4732199048
4665,4277989759
4666,4121950807
4667,4381333705
4668,2820828607
4669,4758570461
4670,7440632187
4671,9742903333
4672,4564671968
4673,9154808963
4674,4425105597
4675,7135917062
4676,8738584351
4677,228571134
4678,5392560876
4679,8476755582
4680,2749791089
4681,75820002
4682,896961494
4683,7118002057
4684,8750635968
4685,7945665890
4686,2147369587
4687,3299361103
4688,3579677549
4689,6317151331
4690,1966355111
4691,1197489014
4692,276154880
4693,4564574901
4694,1122342438
4695,8797457475
4696,6910705707
4697,4311907407
4698,9254267935
4699,7110474869
4700,1148206660
4701,2851504577
4702,2299260572
4703,4363195214
4704,91441638
4705,174159196
4706,7790533090
4707,4817066659
4708,3191820411
4709,9299700958
4710,6661575741
4711,9225257833
4712,98784138
4713,8112750660
4714,867281910
4715,1562256401
4716,6139913519
4717,8942560546
4718,1980912426
4719,2735398917
4720,327930477
4721,1553996755
4722,6566260716
4723,8652958296
4724,9154490781
4725,312469502
4726,7380820466
4727,8774887415
4728,142041224
4729,5323814485
4730,2495825698
4731,7544442507
4732,9638951336
4733,1715309806
4734,3297297490
4735,2852643697
4736,3259084267
4737,987479666
4738,4925756695
4739,9753407816
4740,1993094622
4741,1497023223
4742,412545146
4743,5428015575
4744,3532030478
4745,9359576607
4746,2829235770
4747,3864783651
4748,1123884354
4749,2838881556
4750,8797059011
4751,8497966262
4752,4873949557
4753,5354723992
4754,2127568896
4755,3468042539
4756,534832027
4757,6791244315
4758,7565582984
4759,436972701
4760,9291925484
4761,7472181768
4762,146024201
4763,5365767010
4764,6535434149
4765,4229499920
4766,5593475294
4767,6851471374
4768,6733000562
4769,7346233274
4770,1382044175
4771,8720813239
4772,3844527005
4773,6733819771
4774,9334278277
4775,8638550663
4776,8661830494
4777,1770391613
4778,9618801433
4779,6168827518
4780,6354884672
4781,757336782
4782,2459873629
4783,6713510112
4784,1194352691
4785,4465378841
4786,796494680
4787,9412294502
4788,149415756
4789,9292242841
4790,6791042546
4791,5598772718
4792,552908217
4793,1890070137
4794,9978347654
4795,3161573525
4796,7410977980
4797,5492431964
4798,4184826463
4799,658065918
4800,9116930635
4801,6668047606
4802,9927448849
4803,868682370
4804,4854765362
4805,4724169156
4806,1481914543
4807,417811100
4808,8526213972
4809,4871692886
4810,2212441499
4811,4184348947
4812,2795835403
4813,3895484008
4814,1318612790
4815,1459968174
4816,8599524405
4817,4477253373
4818,3217808779
4819,1839644497
4820,7577332726
4821,2452458476
4822,9936111751
4823,8875118988
4824,6769628726
4825,4111874863
4826,1933450183
4827,5365611221
4828,1227057373
4829,9393571195
4830,8561725124
4831,9526446383
4832,1373721764
4833,5580809874
4834,5439249100
4835,1475473727
4836,2223704850
4837,2749509433
4838,1337783620
4839,1986005104
4840,7728392202
4841,8572853031
4842,2240140695
4843,499242367
4844,7517183720
4845,1266373781
4846,7551911943
4847,6933995387
4848,2858853205
4849,9175394520
4850,1780365746
4851,1171014184
